0: blank
4: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/cq_dispatch_subordinate_compute/11764420024036586270//trisc0/trisc0.elf:/home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/cq_dispatch_subordinate_compute/11764420024036586270//trisc1/trisc1.elf:/home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/cq_dispatch_subordinate_compute/11764420024036586270//trisc2/trisc2.elf
3: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/cq_dispatch_subordinate/9452621257611355569//ncrisc/ncrisc.elf
1: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/cq_prefetch/1373805919332364315//brisc/brisc.elf
2: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/cq_dispatch/9482056096755088581//brisc/brisc.elf
6: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/cq_realtime_profiler_push/8605893812629860320//ncrisc/ncrisc.elf
5: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/cq_realtime_profiler/9578234948230982210//brisc/brisc.elf
8: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/writer_unary_interleaved_start_id/2676799148198763906//brisc/brisc.elf
10: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/tilize/7130654655393410460//trisc0/trisc0.elf:/home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/tilize/7130654655393410460//trisc1/trisc1.elf:/home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/tilize/7130654655393410460//trisc2/trisc2.elf
9: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/tilize/4875624069642148736//trisc0/trisc0.elf:/home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/tilize/4875624069642148736//trisc1/trisc1.elf:/home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/tilize/4875624069642148736//trisc2/trisc2.elf
7: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/reader_unary_stick_layout_split_rows_multicore/101750637016742203//ncrisc/ncrisc.elf
14: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/tilize/15014346260275227333//trisc0/trisc0.elf:/home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/tilize/15014346260275227333//trisc1/trisc1.elf:/home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/tilize/15014346260275227333//trisc2/trisc2.elf
11: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/reader_unary_stick_layout_split_rows_multicore/12814696845404297742//ncrisc/ncrisc.elf
12: /home/mvasiljevic/.cache/tt-metal-cache/16427638834892311340/kernels/writer_unary_interleaved_start_id/2676799148198763906//brisc/brisc.elf
